poste,ville,type_contrat,experience_requise,salaire_annuel,date_publication,annee,trimestre,teletravail_possible,niveau_urgence,future_interest,interest_score
développeur full stack,paris,cdi,débutant (0-2 ans),0.2978139095009457,2022-07-13,0.5,q3,True,moyen,1,0.44612128
data scientist,toulouse,cdi,intermédiaire (2-5 ans),0.4953986614287793,2022-07-13,0.5,q3,False,moyen,1,0.5588574
ingénieur ia,marseille,cdi,confirmé (5-8 ans),0.5796959115379019,2022-07-15,0.5,q3,True,moyen,1,0.47765684
commercial b2b,lille,cdi,intermédiaire (2-5 ans),0.396615379019351,2022-07-15,0.5,q3,True,moyen,1,0.58136237
responsable rh,bordeaux,stage,débutant (0-2 ans),0.0249618070711479,2022-07-17,0.5,q3,True,faible,0,0.4071675
contrôleur de gestion,paris,cdi,débutant (0-2 ans),0.2464171395315,2022-07-20,0.5,q3,True,moyen,1,0.35000122
chef de projet digital,marseille,freelance,débutant (0-2 ans),0.4271606285464862,2022-07-27,0.5,q3,True,moyen,1,0.59111476
ingénieur ia,nantes,cdd,débutant (0-2 ans),0.3940873708715263,2022-07-30,0.5,q3,True,élevé,1,0.47765684
consultant cybersécurité,paris,cdd,senior (8+ ans),0.809890149861778,2022-07-30,0.5,q3,True,élevé,1,0.63575613
commercial b2b,paris,cdd,intermédiaire (2-5 ans),0.4305979921431689,2022-07-30,0.5,q3,True,moyen,0,0.58136237
data scientist,rennes,cdi,confirmé (5-8 ans),0.602520733304234,2022-08-01,0.5,q3,False,faible,0,0.5588574
développeur full stack,paris,cdi,intermédiaire (2-5 ans),0.3800651098501382,2022-08-01,0.5,q3,True,moyen,1,0.44615144
ingénieur ia,bordeaux,cdd,débutant (0-2 ans),0.4140386294194675,2022-08-03,0.5,q3,False,élevé,0,0.4776264
data scientist,paris,cdi,intermédiaire (2-5 ans),0.4123381347301033,2022-08-04,0.5,q3,False,élevé,0,0.5588574
business analyst,paris,cdi,débutant (0-2 ans),0.3159555507056598,2022-08-05,0.5,q3,True,moyen,1,0.42929092
développeur full stack,paris,stage,débutant (0-2 ans),0.0178233667976138,2022-08-05,0.5,q3,False,moyen,0,0.44612128
product owner,toulouse,cdi,confirmé (5-8 ans),0.4804397642950676,2022-08-06,0.5,q3,True,moyen,0,0.5584586
consultant cybersécurité,paris,cdd,senior (8+ ans),0.8704623163101993,2022-08-07,0.5,q3,True,moyen,1,0.63575613
développeur full stack,marseille,cdd,débutant (0-2 ans),0.375691110141132,2022-08-09,0.5,q3,True,moyen,0,0.44612128
data scientist,bordeaux,stage,intermédiaire (2-5 ans),0.0541884911974392,2022-08-10,0.5,q3,True,moyen,1,0.5588574
ux/ui designer,lille,stage,confirmé (5-8 ans),0.0783955332460352,2022-08-12,0.5,q3,True,faible,1,0.5471124
développeur full stack,paris,cdi,débutant (0-2 ans),0.3082896842717881,2022-08-13,0.5,q3,True,moyen,0,0.44612128
développeur full stack,paris,cdd,confirmé (5-8 ans),0.5960006547359232,2022-08-13,0.5,q3,True,faible,1,0.44612128
product owner,paris,cdi,débutant (0-2 ans),0.3368070711479703,2022-08-19,0.5,q3,True,moyen,1,0.5584586
data scientist,strasbourg,freelance,débutant (0-2 ans),0.4452840826422232,2022-08-19,0.5,q3,False,faible,0,0.5588574
chef de projet digital,paris,cdi,intermédiaire (2-5 ans),0.3805288811290557,2022-08-19,0.5,q3,True,moyen,0,0.59111476
ingénieur devops,lyon,cdi,débutant (0-2 ans),0.3120998836025025,2022-08-20,0.5,q3,False,moyen,1,0.6240608
data scientist,paris,cdi,confirmé (5-8 ans),0.5583897133711625,2022-08-21,0.5,q3,True,moyen,1,0.5588574
responsable marketing digital,lille,cdd,débutant (0-2 ans),0.2914393278044522,2022-08-22,0.5,q3,True,élevé,0,0.44674724
contrôleur de gestion,toulouse,cdi,confirmé (5-8 ans),0.4560144769387458,2022-08-24,0.5,q3,True,moyen,1,0.35000122
commercial b2b,strasbourg,alternance,intermédiaire (2-5 ans),0.0815328095445948,2022-08-28,0.5,q3,True,faible,1,0.58136237
architecte cloud,toulouse,cdi,intermédiaire (2-5 ans),0.5204877782627674,2022-08-29,0.5,q3,True,faible,1,0.35840565
data scientist,paris,cdi,intermédiaire (2-5 ans),0.4617979775934817,2022-08-31,0.5,q3,False,moyen,0,0.5588574
chargé de communication,paris,stage,confirmé (5-8 ans),0.058507929579514,2022-09-04,0.5,q3,True,élevé,1,0.6947753
développeur full stack,paris,cdi,confirmé (5-8 ans),0.5991924923614143,2022-09-04,0.5,q3,True,moyen,0,0.44612128
chargé de communication,toulouse,cdd,intermédiaire (2-5 ans),0.4031172704786847,2022-09-06,0.5,q3,True,moyen,1,0.6947753
ingénieur devops,marseille,freelance,intermédiaire (2-5 ans),0.639540593627237,2022-09-07,0.5,q3,False,élevé,0,0.6240608
développeur full stack,strasbourg,cdi,débutant (0-2 ans),0.2863105630728939,2022-09-09,0.5,q3,True,élevé,0,0.44612128
commercial b2b,montpellier,cdi,senior (8+ ans),0.5532063873126728,2022-09-10,0.5,q3,True,élevé,1,0.58136237
architecte cloud,paris,freelance,intermédiaire (2-5 ans),0.7208187836461516,2022-09-12,0.5,q3,False,moyen,0,0.35840565
ux/ui designer,bordeaux,cdi,débutant (0-2 ans),0.2307489451476793,2022-09-14,0.5,q3,True,moyen,0,0.5471124
business analyst,bordeaux,cdi,débutant (0-2 ans),0.3096264367816091,2022-09-18,0.5,q3,False,faible,0,0.42929092
ingénieur ia,lyon,cdi,débutant (0-2 ans),0.3482194820311363,2022-09-18,0.5,q3,True,élevé,1,0.47765684
ingénieur ia,montpellier,alternance,intermédiaire (2-5 ans),0.1436235995926087,2022-09-19,0.5,q3,True,moyen,0,0.4776264
ux/ui designer,rennes,cdi,intermédiaire (2-5 ans),0.3417084970173141,2022-09-19,0.5,q3,False,moyen,0,0.54723346
data scientist,marseille,cdd,débutant (0-2 ans),0.3363069256510985,2022-09-21,0.5,q3,True,élevé,0,0.5588574
responsable marketing digital,marseille,cdi,débutant (0-2 ans),0.2894478393714535,2022-09-22,0.5,q3,True,moyen,0,0.44674724
consultant cybersécurité,paris,stage,débutant (0-2 ans),0.0316455696202531,2022-09-22,0.5,q3,True,moyen,0,0.63575613
développeur full stack,paris,cdi,confirmé (5-8 ans),0.5657554925069112,2022-09-24,0.5,q3,True,moyen,1,0.44612128
commercial b2b,lyon,stage,débutant (0-2 ans),0.0070565982831369,2022-09-27,0.5,q3,True,moyen,0,0.58136237
responsable marketing digital,montpellier,cdd,confirmé (5-8 ans),0.5960279353993889,2022-09-30,0.5,q3,True,moyen,0,0.44674724
chef de projet digital,lyon,cdi,confirmé (5-8 ans),0.581851083951695,2022-10-04,0.5,q4,True,moyen,1,0.59111476
data scientist,toulouse,cdi,intermédiaire (2-5 ans),0.4384457296668121,2022-10-05,0.5,q4,True,faible,0,0.5588574
développeur full stack,paris,stage,débutant (0-2 ans),0.0201604103011785,2022-10-06,0.5,q4,True,moyen,0,0.44612128
développeur full stack,bordeaux,stage,confirmé (5-8 ans),0.0963825840244434,2022-10-09,0.5,q4,False,moyen,0,0.44612128
architecte cloud,paris,freelance,confirmé (5-8 ans),0.4248008511567001,2022-10-09,0.5,q4,True,élevé,0,0.35840565
développeur full stack,strasbourg,cdi,senior (8+ ans),0.6556543721809981,2022-10-10,0.5,q4,True,faible,0,0.44612128
consultant cybersécurité,lyon,cdi,confirmé (5-8 ans),0.6313836752509822,2022-10-10,0.5,q4,True,moyen,1,0.63575613
développeur full stack,bordeaux,cdd,confirmé (5-8 ans),0.6537629128473738,2022-10-12,0.5,q4,False,moyen,0,0.44612128
ingénieur ia,paris,cdi,débutant (0-2 ans),0.3685253892041321,2022-10-12,0.5,q4,True,faible,0,0.47765684
chargé de communication,paris,cdi,débutant (0-2 ans),0.2689782482176633,2022-10-13,0.5,q4,False,moyen,0,0.6947753
commercial b2b,paris,cdi,confirmé (5-8 ans),0.4526043940055289,2022-10-14,0.5,q4,True,faible,0,0.58136237
commercial b2b,bordeaux,cdi,intermédiaire (2-5 ans),0.3876582278481013,2022-10-16,0.5,q4,True,élevé,0,0.58136237
ingénieur ia,paris,cdi,intermédiaire (2-5 ans),0.5185144769387459,2022-10-16,0.5,q4,True,élevé,1,0.47765684
chargé de communication,bordeaux,cdi,intermédiaire (2-5 ans),0.315455405208788,2022-10-16,0.5,q4,True,élevé,0,0.6947753
ingénieur devops,lille,stage,confirmé (5-8 ans),0.0898352247926669,2022-10-18,0.5,q4,True,moyen,0,0.6240608
développeur full stack,bordeaux,cdi,confirmé (5-8 ans),0.5025189145933362,2022-10-20,0.5,q4,True,élevé,0,0.44612128
responsable marketing digital,montpellier,cdd,intermédiaire (2-5 ans),0.4785483049614433,2022-10-21,0.5,q4,False,moyen,0,0.44674724
chef de projet digital,paris,cdd,débutant (0-2 ans),0.3119725738396624,2022-10-23,0.5,q4,True,faible,1,0.59111476
développeur full stack,paris,cdd,confirmé (5-8 ans),0.5333551578641059,2022-10-24,0.5,q4,False,moyen,1,0.44612128
ux/ui designer,bordeaux,cdi,intermédiaire (2-5 ans),0.3454732285755856,2022-10-30,0.5,q4,True,moyen,0,0.5471124
ingénieur ia,toulouse,freelance,confirmé (5-8 ans),0.8853029972355594,2022-10-30,0.5,q4,True,moyen,1,0.47765684
développeur full stack,nantes,cdi,débutant (0-2 ans),0.3292503273679616,2022-11-02,0.5,q4,True,faible,0,0.44612128
développeur full stack,paris,cdd,intermédiaire (2-5 ans),0.4244507493088899,2022-11-04,0.5,q4,False,moyen,0,0.44612128
chargé de communication,paris,cdi,confirmé (5-8 ans),0.5020369562054415,2022-11-05,0.5,q4,True,élevé,1,0.6947753
développeur full stack,lyon,cdd,intermédiaire (2-5 ans),0.5154408555216062,2022-11-07,0.5,q4,False,élevé,0,0.44615144
product owner,paris,cdd,débutant (0-2 ans),0.3692801542266841,2022-11-14,0.5,q4,True,élevé,0,0.5584624
data scientist,lyon,cdd,confirmé (5-8 ans),0.6302469809399098,2022-11-15,0.5,q4,False,moyen,1,0.5588574
ux/ui designer,toulouse,freelance,débutant (0-2 ans),0.4485941364760658,2022-11-16,0.5,q4,True,moyen,0,0.5471124
responsable marketing digital,paris,cdi,confirmé (5-8 ans),0.5328004510403026,2022-11-17,0.5,q4,True,moyen,0,0.44674724
développeur full stack,nantes,cdi,débutant (0-2 ans),0.308680707114797,2022-11-19,0.5,q4,True,moyen,0,0.44612128
ux/ui designer,paris,cdi,confirmé (5-8 ans),0.51471337116252,2022-11-20,0.5,q4,True,élevé,0,0.5471124
data scientist,toulouse,freelance,confirmé (5-8 ans),0.8032063873126728,2022-11-24,0.5,q4,True,moyen,0,0.5588574
ingénieur devops,paris,stage,intermédiaire (2-5 ans),0.0538429361268732,2022-11-24,0.5,q4,True,élevé,1,0.6240608
product owner,rennes,cdd,débutant (0-2 ans),0.3008420631456424,2022-11-26,0.5,q4,True,faible,1,0.5584586
développeur full stack,paris,cdi,débutant (0-2 ans),0.3066892186817983,2022-11-28,0.5,q4,True,moyen,0,0.44612128
architecte cloud,montpellier,cdi,intermédiaire (2-5 ans),0.548068529026626,2022-11-29,0.5,q4,True,élevé,1,0.35840565
développeur full stack,paris,cdi,confirmé (5-8 ans),0.5959642805179689,2022-11-30,0.5,q4,True,moyen,1,0.44612128
ingénieur devops,lyon,cdi,confirmé (5-8 ans),0.5635457587661865,2022-12-02,0.5,q4,False,faible,0,0.6240608
développeur full stack,marseille,cdi,intermédiaire (2-5 ans),0.4372726611377855,2022-12-03,0.5,q4,False,moyen,0,0.44612128
business analyst,lille,alternance,intermédiaire (2-5 ans),0.1060308453368252,2022-12-06,0.5,q4,True,faible,1,0.42929092
chef de projet digital,strasbourg,cdi,intermédiaire (2-5 ans),0.3899043358067801,2022-12-16,0.5,q4,False,moyen,1,0.59111476
développeur full stack,toulouse,cdd,confirmé (5-8 ans),0.573675978466463,2022-12-22,0.5,q4,True,moyen,0,0.44612128
chargé de communication,paris,stage,confirmé (5-8 ans),0.0502691692128619,2022-12-27,0.5,q4,True,moyen,1,0.6947753
ingénieur devops,bordeaux,cdi,confirmé (5-8 ans),0.6351575003637422,2022-12-28,0.5,q4,False,élevé,1,0.6240608
product owner,lyon,cdd,confirmé (5-8 ans),0.6845991561181435,2023-01-03,0.75,q1,True,moyen,1,0.5584586
ingénieur devops,montpellier,freelance,intermédiaire (2-5 ans),0.6812072602939037,2023-01-07,0.75,q1,False,moyen,0,0.6240608
contrôleur de gestion,rennes,cdi,intermédiaire (2-5 ans),0.3927688054706824,2023-01-07,0.75,q1,True,moyen,1,0.35000122
responsable rh,bordeaux,freelance,confirmé (5-8 ans),0.8403626509530046,2023-01-09,0.75,q1,True,moyen,1,0.4071675
responsable marketing digital,nantes,cdi,intermédiaire (2-5 ans),0.3826931470973374,2023-01-12,0.75,q1,True,moyen,1,0.44674724
data scientist,nantes,cdi,senior (8+ ans),0.7773715990106213,2023-01-14,0.75,q1,True,élevé,1,0.5588574
consultant cybersécurité,paris,cdd,confirmé (5-8 ans),0.7152626218536301,2023-01-17,0.75,q1,True,élevé,0,0.63575613
chef de projet digital,montpellier,freelance,confirmé (5-8 ans),0.7445802415248072,2023-01-19,0.75,q1,False,élevé,0,0.59111476
ux/ui designer,marseille,freelance,intermédiaire (2-5 ans),0.5638094718463553,2023-01-21,0.75,q1,False,faible,1,0.5471124
développeur full stack,paris,cdd,débutant (0-2 ans),0.3042430525243707,2023-01-23,0.75,q1,True,élevé,1,0.44612128
chef de projet digital,lyon,freelance,intermédiaire (2-5 ans),0.5967190455405209,2023-01-25,0.75,q1,True,moyen,0,0.59111476
business analyst,nantes,cdi,intermédiaire (2-5 ans),0.3645696930016004,2023-01-31,0.75,q1,True,moyen,0,0.42929092
business analyst,paris,cdi,intermédiaire (2-5 ans),0.3687527280663465,2023-02-01,0.75,q1,True,faible,0,0.429261
commercial b2b,nantes,cdi,débutant (0-2 ans),0.255910810417576,2023-02-02,0.75,q1,True,élevé,0,0.58137727
commercial b2b,paris,cdi,intermédiaire (2-5 ans),0.3561308744361996,2023-02-04,0.75,q1,True,moyen,1,0.58136237
chef de projet digital,paris,cdd,intermédiaire (2-5 ans),0.4899334351811436,2023-02-04,0.75,q1,False,élevé,0,0.59111476
ingénieur ia,marseille,cdd,confirmé (5-8 ans),0.6975210970464135,2023-02-04,0.75,q1,False,élevé,0,0.47765684
product owner,nantes,cdd,intermédiaire (2-5 ans),0.4822766623017605,2023-02-06,0.75,q1,False,faible,0,0.5584586
data scientist,lyon,cdi,confirmé (5-8 ans),0.5666921286192347,2023-02-09,0.75,q1,True,moyen,1,0.5588574
développeur full stack,lyon,cdi,senior (8+ ans),0.7424887239924342,2023-02-10,0.75,q1,True,moyen,1,0.44612128
data scientist,marseille,freelance,débutant (0-2 ans),0.4801033027789902,2023-02-11,0.75,q1,False,élevé,1,0.5588574
commercial b2b,strasbourg,cdi,intermédiaire (2-5 ans),0.3850392841553907,2023-02-13,0.75,q1,True,élevé,1,0.58136237
commercial b2b,paris,stage,senior (8+ ans),0.1088134730103302,2023-02-14,0.75,q1,True,élevé,1,0.58136237
architecte cloud,montpellier,cdi,débutant (0-2 ans),0.3898224938163829,2023-02-14,0.75,q1,False,faible,0,0.35840565
ingénieur devops,lyon,cdd,débutant (0-2 ans),0.4075640186235996,2023-02-14,0.75,q1,True,moyen,1,0.6240608
product owner,lyon,cdd,débutant (0-2 ans),0.3168739997090062,2023-02-15,0.75,q1,True,élevé,0,0.5584586
product owner,paris,cdi,débutant (0-2 ans),0.3056798341335661,2023-02-17,0.75,q1,True,moyen,0,0.5584586
contrôleur de gestion,montpellier,cdd,confirmé (5-8 ans),0.5244980357922304,2023-02-18,0.75,q1,True,moyen,0,0.35000122
data scientist,lyon,cdi,débutant (0-2 ans),0.3749454386730685,2023-02-21,0.75,q1,True,moyen,1,0.5588574
business analyst,toulouse,cdi,confirmé (5-8 ans),0.5618270769678452,2023-02-22,0.75,q1,False,faible,1,0.42929092
développeur full stack,paris,cdd,intermédiaire (2-5 ans),0.4778117270478684,2023-02-25,0.75,q1,True,moyen,0,0.44612128
ingénieur ia,rennes,cdi,intermédiaire (2-5 ans),0.4618161647024589,2023-02-27,0.75,q1,False,moyen,0,0.47765684
responsable marketing digital,toulouse,cdi,intermédiaire (2-5 ans),0.4038538483922596,2023-02-27,0.75,q1,True,moyen,1,0.44674724
ux/ui designer,strasbourg,cdi,confirmé (5-8 ans),0.5231249090644551,2023-02-28,0.75,q1,False,moyen,1,0.5471124
product owner,marseille,cdi,débutant (0-2 ans),0.3212934671904554,2023-03-01,0.75,q1,True,faible,0,0.5584586
ingénieur ia,lille,cdi,senior (8+ ans),0.850556525534701,2023-03-02,0.75,q1,True,élevé,1,0.47765684
ingénieur devops,paris,freelance,confirmé (5-8 ans),0.8386075949367089,2023-03-03,0.75,q1,True,élevé,1,0.6240608
data scientist,toulouse,freelance,débutant (0-2 ans),0.5550705659828313,2023-03-06,0.75,q1,True,élevé,0,0.5588574
consultant cybersécurité,toulouse,cdi,confirmé (5-8 ans),0.6602557107522188,2023-03-09,0.75,q1,True,moyen,1,0.63575613
développeur full stack,bordeaux,cdi,débutant (0-2 ans),0.2945311363305689,2023-03-10,0.75,q1,True,élevé,1,0.44612128
product owner,marseille,cdi,senior (8+ ans),0.6933289684271788,2023-03-13,0.75,q1,True,élevé,1,0.5584586
data scientist,lille,cdi,intermédiaire (2-5 ans),0.5222246471700859,2023-03-16,0.75,q1,True,élevé,1,0.5588574
data scientist,paris,cdi,intermédiaire (2-5 ans),0.4661901644114651,2023-03-18,0.75,q1,True,moyen,1,0.5588574
consultant cybersécurité,lyon,freelance,confirmé (5-8 ans),1.0,2023-03-20,0.75,q1,True,moyen,1,0.63575613
data scientist,paris,cdi,confirmé (5-8 ans),0.6289556962025317,2023-03-21,0.75,q1,True,faible,1,0.5588574
commercial b2b,lyon,alternance,intermédiaire (2-5 ans),0.1092135894078277,2023-03-23,0.75,q1,True,moyen,0,0.58137727
ingénieur devops,paris,cdi,intermédiaire (2-5 ans),0.5014095009457297,2023-03-25,0.75,q1,True,moyen,0,0.6240608
responsable rh,paris,freelance,intermédiaire (2-5 ans),0.6155245162229012,2023-03-26,0.75,q1,False,élevé,1,0.4071675
responsable marketing digital,lyon,cdi,confirmé (5-8 ans),0.5484231776516805,2023-03-26,0.75,q1,True,moyen,0,0.44674724
ingénieur ia,lyon,stage,intermédiaire (2-5 ans),0.0866888549396188,2023-03-28,0.75,q1,True,élevé,0,0.47765684
consultant cybersécurité,paris,cdd,intermédiaire (2-5 ans),0.5491597555652553,2023-03-30,0.75,q1,True,élevé,0,0.63575613
chef de projet digital,paris,cdi,confirmé (5-8 ans),0.5452677142441438,2023-04-02,0.75,q2,True,élevé,1,0.59111476
data scientist,toulouse,stage,confirmé (5-8 ans),0.1165339007711334,2023-04-09,0.75,q2,False,moyen,0,0.5588574
chef de projet digital,lyon,stage,intermédiaire (2-5 ans),0.0489778844754837,2023-04-18,0.75,q2,True,moyen,1,0.59111476
data scientist,strasbourg,cdi,intermédiaire (2-5 ans),0.4222319220136767,2023-04-20,0.75,q2,True,faible,0,0.5588574
data scientist,lyon,cdi,intermédiaire (2-5 ans),0.4346991852175178,2023-04-23,0.75,q2,True,moyen,0,0.5588574
architecte cloud,rennes,cdi,intermédiaire (2-5 ans),0.5608631601920558,2023-04-24,0.75,q2,True,faible,1,0.35840565
consultant cybersécurité,bordeaux,cdi,intermédiaire (2-5 ans),0.5031645569620253,2023-04-24,0.75,q2,True,moyen,1,0.63575613
commercial b2b,paris,cdi,débutant (0-2 ans),0.2593572675687473,2023-04-28,0.75,q2,False,faible,0,0.58136237
responsable rh,marseille,cdi,intermédiaire (2-5 ans),0.3932598574130656,2023-05-01,0.75,q2,True,élevé,1,0.4071675
responsable marketing digital,marseille,cdi,confirmé (5-8 ans),0.5005638003782918,2023-05-02,0.75,q2,False,élevé,0,0.44674724
product owner,paris,cdi,intermédiaire (2-5 ans),0.4028262767350501,2023-05-03,0.75,q2,True,élevé,1,0.5584586
product owner,montpellier,cdi,débutant (0-2 ans),0.3461188709442747,2023-05-04,0.75,q2,True,moyen,1,0.5584586
architecte cloud,nantes,cdi,intermédiaire (2-5 ans),0.5410392114069548,2023-05-04,0.75,q2,True,moyen,1,0.35840565
commercial b2b,bordeaux,freelance,débutant (0-2 ans),0.4494125563800378,2023-05-09,0.75,q2,False,élevé,0,0.58136237
ingénieur devops,paris,freelance,intermédiaire (2-5 ans),0.7302487996508075,2023-05-09,0.75,q2,True,élevé,1,0.6240608
développeur full stack,lille,cdi,intermédiaire (2-5 ans),0.4695638731267277,2023-05-11,0.75,q2,True,élevé,0,0.44612128
business analyst,paris,cdi,senior (8+ ans),0.7517823366797614,2023-05-12,0.75,q2,True,moyen,0,0.42929092
développeur full stack,toulouse,cdi,senior (8+ ans),0.7516277462534555,2023-05-13,0.75,q2,True,élevé,0,0.44612128
data scientist,bordeaux,stage,intermédiaire (2-5 ans),0.0704750472864833,2023-05-15,0.75,q2,True,moyen,1,0.5588574
responsable marketing digital,bordeaux,cdi,confirmé (5-8 ans),0.5357194820311363,2023-05-15,0.75,q2,True,moyen,0,0.44674724
ingénieur devops,toulouse,stage,débutant (0-2 ans),0.0238796740870071,2023-05-18,0.75,q2,False,moyen,1,0.6240608
chef de projet digital,paris,freelance,intermédiaire (2-5 ans),0.647824821766332,2023-05-18,0.75,q2,True,élevé,1,0.59111476
data scientist,toulouse,stage,confirmé (5-8 ans),0.1195529608613414,2023-05-20,0.75,q2,False,moyen,1,0.5588574
business analyst,marseille,cdd,confirmé (5-8 ans),0.6106594645715118,2023-05-20,0.75,q2,True,élevé,1,0.42929092
responsable marketing digital,paris,cdd,intermédiaire (2-5 ans),0.4659264513312964,2023-05-22,0.75,q2,True,moyen,0,0.44674724
product owner,paris,cdi,senior (8+ ans),0.6736777971773606,2023-05-24,0.75,q2,True,moyen,1,0.5584624
consultant cybersécurité,paris,stage,débutant (0-2 ans),0.0422213734904699,2023-05-25,0.75,q2,True,moyen,1,0.63574207
chef de projet digital,paris,cdi,confirmé (5-8 ans),0.6024934526407683,2023-05-26,0.75,q2,False,faible,1,0.59111476
commercial b2b,nantes,cdi,senior (8+ ans),0.6258911683398807,2023-05-28,0.75,q2,True,élevé,1,0.58136237
développeur full stack,strasbourg,cdi,confirmé (5-8 ans),0.4992361414229594,2023-05-28,0.75,q2,True,moyen,0,0.44612128
data scientist,paris,cdd,confirmé (5-8 ans),0.7057871380765314,2023-05-28,0.75,q2,False,faible,0,0.5588574
responsable marketing digital,paris,cdi,confirmé (5-8 ans),0.5199148843299869,2023-05-30,0.75,q2,False,moyen,0,0.44674724
data scientist,nantes,cdi,intermédiaire (2-5 ans),0.4849137931034483,2023-05-30,0.75,q2,True,élevé,0,0.5588574
business analyst,paris,cdd,confirmé (5-8 ans),0.5451404044813036,2023-06-06,0.75,q2,True,moyen,1,0.42929092
développeur full stack,paris,cdd,confirmé (5-8 ans),0.5565164411465153,2023-06-07,0.75,q2,False,faible,1,0.44612128
architecte cloud,bordeaux,cdi,débutant (0-2 ans),0.3851211261457878,2023-06-08,0.75,q2,True,faible,0,0.35840565
chef de projet digital,paris,cdi,débutant (0-2 ans),0.3354794121926379,2023-06-10,0.75,q2,True,faible,0,0.59111476
développeur full stack,lyon,stage,intermédiaire (2-5 ans),0.0473592317765168,2023-06-12,0.75,q2,True,moyen,0,0.44612128
responsable marketing digital,nantes,cdi,confirmé (5-8 ans),0.5157682234831951,2023-06-14,0.75,q2,True,élevé,0,0.44674724
ingénieur devops,paris,cdi,intermédiaire (2-5 ans),0.4281882002036956,2023-06-14,0.75,q2,True,moyen,0,0.6240608
chef de projet digital,paris,cdi,intermédiaire (2-5 ans),0.4417648770551433,2023-06-18,0.75,q2,True,faible,0,0.59111476
développeur full stack,paris,cdd,intermédiaire (2-5 ans),0.5049105194238324,2023-06-18,0.75,q2,True,élevé,1,0.44612128
responsable marketing digital,paris,stage,débutant (0-2 ans),0.0120762403608322,2023-06-19,0.75,q2,False,faible,1,0.44674724
responsable marketing digital,rennes,cdi,intermédiaire (2-5 ans),0.4141113778553761,2023-06-23,0.75,q2,True,élevé,1,0.44674724
consultant cybersécurité,marseille,cdi,confirmé (5-8 ans),0.6822530190600902,2023-06-23,0.75,q2,True,faible,1,0.63575613
ingénieur ia,lyon,cdi,débutant (0-2 ans),0.3857485814054998,2023-06-26,0.75,q2,True,moyen,0,0.47765684
ingénieur ia,paris,cdi,débutant (0-2 ans),0.3091808526116688,2023-06-28,0.75,q2,True,élevé,1,0.47765684
développeur full stack,toulouse,freelance,intermédiaire (2-5 ans),0.5832060235704932,2023-06-29,0.75,q2,False,moyen,0,0.44612128
business analyst,paris,alternance,confirmé (5-8 ans),0.1733413356612833,2023-07-03,0.75,q3,True,moyen,1,0.42929092
développeur full stack,montpellier,stage,confirmé (5-8 ans),0.080232431252728,2023-07-07,0.75,q3,True,moyen,0,0.44612128
ingénieur devops,paris,cdi,débutant (0-2 ans),0.3392259566419322,2023-07-13,0.75,q3,True,élevé,0,0.6240608
consultant cybersécurité,toulouse,cdd,intermédiaire (2-5 ans),0.5986286919831224,2023-07-14,0.75,q3,True,moyen,0,0.63575613
chef de projet digital,montpellier,alternance,débutant (0-2 ans),0.0556343663611232,2023-07-15,0.75,q3,True,faible,1,0.59111476
business analyst,paris,cdd,débutant (0-2 ans),0.3406354575876618,2023-07-18,0.75,q3,True,moyen,1,0.42929092
product owner,lille,cdi,intermédiaire (2-5 ans),0.4198494107376691,2023-07-18,0.75,q3,True,élevé,1,0.5584586
data scientist,marseille,cdi,intermédiaire (2-5 ans),0.4764476938745817,2023-07-21,0.75,q3,False,moyen,0,0.5588574
développeur full stack,lille,cdi,intermédiaire (2-5 ans),0.455059653717445,2023-07-24,0.75,q3,False,faible,1,0.44612128
chargé de communication,nantes,cdi,débutant (0-2 ans),0.2666139240506329,2023-07-27,0.75,q3,False,moyen,0,0.694785
développeur full stack,rennes,cdi,intermédiaire (2-5 ans),0.4282063873126728,2023-07-27,0.75,q3,True,moyen,0,0.44615144
commercial b2b,lille,cdd,intermédiaire (2-5 ans),0.4486123235850429,2023-07-28,0.75,q3,True,faible,1,0.58136237
data scientist,montpellier,cdi,intermédiaire (2-5 ans),0.4785301178524662,2023-07-28,0.75,q3,True,moyen,0,0.5588574
développeur full stack,paris,cdi,confirmé (5-8 ans),0.5387385421213444,2023-07-30,0.75,q3,True,élevé,0,0.44612128
responsable marketing digital,nantes,cdi,débutant (0-2 ans),0.3225574712643678,2023-08-01,0.75,q3,True,moyen,1,0.44674724
contrôleur de gestion,toulouse,cdi,intermédiaire (2-5 ans),0.3691073766914011,2023-08-03,0.75,q3,True,moyen,0,0.35000122
consultant cybersécurité,paris,cdi,débutant (0-2 ans),0.3197293758184199,2023-08-04,0.75,q3,True,moyen,0,0.63575613
architecte cloud,bordeaux,freelance,confirmé (5-8 ans),0.4248008511567001,2023-08-05,0.75,q3,False,élevé,0,0.35840565
product owner,paris,alternance,intermédiaire (2-5 ans),0.1111596100683835,2023-08-05,0.75,q3,True,élevé,1,0.5584586
développeur full stack,strasbourg,cdi,confirmé (5-8 ans),0.5957642223192201,2023-08-06,0.75,q3,True,moyen,1,0.44612128
commercial b2b,strasbourg,cdd,confirmé (5-8 ans),0.5827331587370872,2023-08-09,0.75,q3,False,faible,1,0.58136237
business analyst,paris,cdd,intermédiaire (2-5 ans),0.4690546340753674,2023-08-09,0.75,q3,True,faible,1,0.42929092
business analyst,paris,cdi,confirmé (5-8 ans),0.4907063873126728,2023-08-10,0.75,q3,True,faible,0,0.42929092
commercial b2b,nantes,cdi,débutant (0-2 ans),0.2420249527135166,2023-08-10,0.75,q3,True,faible,0,0.58136237
